WOJ;IMIĘ_PIERWSZE;LICZBA_WYSTĄPIEŃ
22;MARCELI;4
22;EDMUND;4
22;NATHAN;4
22;JAROSŁAW;4
22;IVO;4
22;WINCENT;4
22;DAVYD;4
22;DANYLO;4
22;MARIAN;4
22;STANISLAV;4
22;LEONARDO;4
22;KONSTANTIN;3
22;VIKTOR;3
22;TYMOFIY;3
22;KASPIAN;3
22;NAZAR;3
22;PAVEL;3
22;LUKA;3
22;PAVLO;3
22;MATVEY;3
22;AARON;3
22;JONASZ;3
22;MAXIM;3
22;PLATON;3
22;ZAKHAR;3
22;VLADISLAV;3
22;OLEK;3
22;MYKOLA;3
22;MIKHAIL;3
22;GERARD;3
22;YAN;3
22;LESZEK;3
22;ZACHARY;3
22;ETHAN;3
22;MARKO;3
22;OREST;3
22;YEVHEN;3
22;BASTIAN;3
22;WIT;3
22;ZIEMOWIT;3
22;FRANCIS;3
22;BOLESŁAW;3
22;GNIEWKO;3
22;ALEKSANDR;3
22;YURII;3
22;LEV;3
22;BENJAMIN;3
22;BOGUMIŁ;3
22;ZAHAR;3
22;MATEO;3
22;IRENEUSZ;3
22;HEKTOR;3
22;DYLAN;3
22;MAKSIM;3
22;MYRON;2
22;LOGAN;2
22;VLADYSLAV;2
22;FELIX;2
22;ALEXANDRE;2
22;KIRIL;2
22;RUSLAN;2
22;JEGOR;2
22;IWAN;2
22;YAROSLAV;2
22;NOE;2
22;EGOR;2
22;ENZO;2
22;ANTON;2
22;RAFAEL;2
22;WOJTEK;2
22;WALTER;2
22;TIMOFEI;2
22;CARLOS;2
22;KRYSPIN;2
22;MAKARY;2
22;WITO;2
22;KRZESIMIR;2
22;ROCH;2
22;EUGENIUSZ;2
22;MARTIN;2
22;ZACHAR;2
22;SVYATOSLAV;2
22;VICTOR;2
22;NELSON;2
22;ANTEK;2
22;KASJAN;2
22;AUGUST;2
22;RYAN;2
22;ARTHUR;2
22;JACOB;2
22;MICHAEL;2
22;NIKO;2
22;ILLIA;2
22;IVAN;2
22;ARSEN;2
22;THEODOR;2
22;SERHII;2
22;LIONEL;2
22;SVIATOSLAV;2
22;AURELIUSZ;2
22;DANIL;2
22;WALDEMAR;2
22;FREDERICK;2
22;MARIO;2
22;MATTEO;2
22;MICHAIL;2
24;NIKODEM;657
24;JAKUB;552
24;ANTONI;539
24;JAN;494
24;LEON;483
24;FRANCISZEK;456
24;ALEKSANDER;425
24;FILIP;424
24;MIKOŁAJ;407
24;KACPER;352
24;STANISŁAW;349
24;WOJCIECH;341
24;IGNACY;334
24;SZYMON;322
24;MAKSYMILIAN;307
24;OLIWIER;254
24;WIKTOR;254
24;TYMOTEUSZ;244
24;ADAM;242
24;MICHAŁ;241
24;TYMON;240
24;IGOR;234
24;MARCEL;227
24;PIOTR;209
24;MIŁOSZ;208
24;OSKAR;174
24;DAWID;149
24;BARTOSZ;145
24;JULIAN;143
24;KAROL;139
24;BRUNO;138
24;GABRIEL;136
24;MATEUSZ;134
24;DOMINIK;119
24;TOMASZ;111
24;NATAN;109
24;KRZYSZTOF;107
24;HUBERT;102
24;TEODOR;92
24;PAWEŁ;90
24;MACIEJ;87
24;FABIAN;86
24;HENRYK;84
24;CEZARY;82
24;BARTŁOMIEJ;79
24;KAMIL;77
24;KAJETAN;77
24;TADEUSZ;75
24;MILAN;74
24;ARTUR;72
24;KUBA;71
24;KSAWERY;68
24;ALAN;67
24;LEO;66
24;DANIEL;66
24;BORYS;62
24;ERYK;57
24;JÓZEF;51
24;PATRYK;51
24;OLAF;48
24;KAZIMIERZ;48
24;EMIL;48
24;GRZEGORZ;46
24;LEONARD;46
24;MARK;44
24;TOBIASZ;43
24;FLORIAN;39
24;ROBERT;39
24;MIESZKO;37
24;ŁUKASZ;37
24;BENIAMIN;36
24;OLIVIER;35
24;RAFAŁ;35
24;ADRIAN;35
24;DAMIAN;35
24;GUSTAW;34
24;WITOLD;34
24;NATANIEL;33
24;JERZY;33
24;MARCIN;31
24;RYSZARD;31
24;ALEX;30
24;ARTEM;30
24;DAVID;29
24;LIAM;29
24;SEBASTIAN;29
24;PRZEMYSŁAW;28
24;FELIKS;26
24;BŁAŻEJ;25
24;STEFAN;25
24;RADOSŁAW;25
24;MAKSYM;25
24;KONSTANTY;25
24;REMIGIUSZ;25
24;SAMUEL;23
24;KRYSTIAN;23
24;KORNEL;22
24;MATVII;20
24;MAREK;20
24;ALEKS;20
24;SEWERYN;18
24;IWO;18
24;ALEXANDER;18
24;DORIAN;17
24;KONRAD;17
24;LUCJAN;16
24;DAMIR;15
24;BOGDAN;15
24;ROMAN;14
24;ALBERT;14
24;MAKS;14
24;MAX;14
24;VLADYSLAV;14
24;ANDRZEJ;14
24;WINCENTY;13
24;ARKADIUSZ;13
24;DARIUSZ;12
24;FRYDERYK;12
24;MAKAR;12
24;NAZAR;12
24;JEREMIASZ;12
24;LUDWIK;12
24;WŁADYSŁAW;11
24;MYKHAILO;11
24;MAURYCY;11
24;ALEKSY;11
24;NIKOLAS;11
24;DENIS;10
24;ARON;10
24;TYMOFII;10
24;HUGO;10
24;TIMUR;10
24;EDWARD;10
24;JULIUSZ;9
24;JACEK;9
24;MAXIMILIAN;9
24;KORDIAN;9
24;DANYLO;9
24;OLEKSANDR;9
24;OLIWER;9
24;JEREMI;9
24;NORBERT;9
24;ERNEST;8
24;VINCENT;8
24;OLIVER;8
24;JONATAN;8
24;BENJAMIN;8
24;OLEK;8
24;VIKTOR;7
24;DMYTRO;7
24;EMILIAN;7
24;MARKO;7
24;BRAJAN;7
24;AMADEUSZ;7
24;BOGUSŁAW;7
24;NIKITA;6
24;CYPRIAN;6
24;MARCELI;6
24;NICOLAS;6
24;WINCENT;6
24;FELIX;6
24;BOHDAN;6
24;MIROSŁAW;6
24;ZBIGNIEW;6
24;JONASZ;6
24;MIRON;6
24;LEV;6
24;KEVIN;6
24;VICTOR;6
24;OLGIERD;6
24;DEMIAN;6
24;JĘDRZEJ;6
24;MARIUSZ;6
24;KORNELIUSZ;6
24;RAYAN;5
24;GNIEWKO;5
24;ELDAR;5
24;DENYS;5
24;DAVYD;5
24;NIKO;5
24;ANDRII;5
24;MAKSIM;5
24;KALEB;5
24;ELIASZ;5
24;TEO;5
24;JOACHIM;5
24;KASPIAN;5
24;OKTAWIAN;5
24;ILLIA;5
24;LEONARDO;5
24;LEW;5
24;LUKAS;5
24;SYLWESTER;5
24;MICHAEL;5
24;ZAKHAR;5
24;GRACJAN;4
24;MAXYMILIAN;4
24;HEKTOR;4
24;XAVIER;4
24;OREST;4
24;DANIIL;4
24;OSCAR;4
24;NOAH;4
24;FELICJAN;4
24;BOLESŁAW;4
24;SZCZEPAN;4
24;ZACHARIASZ;4
24;IVAN;4
24;EMANUEL;4
24;MYROSLAV;4
24;EDMUND;4
24;ZACHARY;4
24;TYMUR;4
24;AUGUSTYN;4
24;MARTIN;4
24;BRAYAN;4
24;NATANAEL;4
24;AARON;3
24;TARAS;3
24;KILIAN;3
24;MATVIY;3
24;BENEDYKT;3
24;HORDII;3
24;THEODORE;3
24;LECH;3
24;THEO;3
24;LORENZO;3
24;PASCAL;3
24;ANTON;3
24;PLATON;3
24;SŁAWOMIR;3
24;ILYA;3
24;MILO;3
24;KIRIL;3
24;NATHAN;3
24;OLEKSII;3
24;ROMEO;3
24;PHILIP;3
24;KLEMENS;3
24;DYLAN;3
24;BERNARD;3
24;MUHAMMAD;3
24;TIMOFEY;3
24;RAGNAR;3
24;KASJAN;3
24;COLIN;3
24;IVO;3
24;NATHANIEL;3
24;SVIATOSLAV;3
24;WINICJUSZ;3
24;ZYGMUNT;3
24;AMBROŻY;3
24;YAROSLAV;3
24;MATWIJ;3
24;FRANEK;3
24;KONSTANTYN;3
24;ARSEN;3
24;ARMAN;2
24;TYMOFIY;2
24;MIŁOWIT;2
24;ZIEMOWIT;2
24;AURELIUSZ;2
24;WŁODZIMIERZ;2
24;VOLODYMYR;2
24;IRENEUSZ;2
24;TYTUS;2
24;AREN;2
24;EUGENIUSZ;2
24;YEGOR;2
24;ERWIN;2
24;DEMIR;2
24;MYRON;2
24;GERARD;2
24;ARTEMIUSZ;2
24;HIERONIM;2
24;JOSHUA;2
24;GNIEWOMIR;2
24;MAXIM;2
24;GILBERT;2
24;ZLATAN;2
24;JACOB;2
24;LESZEK;2
24;NESTOR;2
24;BARTEK;2
24;AMIR;2
24;LIAN;2
24;MATEO;2
24;THOMAS;2
24;KLAUDIUSZ;2
24;ALEK;2
24;MALIK;2
24;ANDRIAN;2
24;KOSMA;2
24;KIRILL;2
24;MICHAL;2
24;GIORGI;2
24;NOEL;2
24;ELLIOT;2
24;SERHII;2
24;MARKUS;2
24;DANTE;2
24;TYMOFIJ;2
24;COSMO;2
24;KSAWIER;2
24;MYKOLA;2
24;JUAN;2
24;BASTIAN;2
24;ALEKSANDR;2
24;CZESŁAW;2
24;RYAN;2
24;WIT;2
24;NOE;2
24;ROCH;2
24;CAN;2
24;BRUNON;2
24;JASON;2
24;ANTONY;2
24;SABA;2
24;ASLAN;2
24;OTTO;2
24;ELIOT;2
24;DEMYAN;2
24;STANISLAV;2
24;OSTAP;2
24;YEHOR;2
26;NIKODEM;201
26;ALEKSANDER;194
26;ANTONI;173
26;JAN;167
26;FRANCISZEK;153
26;STANISŁAW;127
26;JAKUB;124
26;IGNACY;118
26;MIKOŁAJ;118
26;WOJCIECH;110
26;MARCEL;106
26;SZYMON;100
26;TYMON;99
26;OLIWIER;96
26;LEON;96
26;FILIP;96
26;ADAM;87
26;KACPER;83
26;MIŁOSZ;67
26;IGOR;65
26;MAKSYMILIAN;54
26;WIKTOR;53
26;PIOTR;51
26;JULIAN;51
26;MICHAŁ;45
26;GABRIEL;44
26;OSKAR;42
26;FABIAN;41
26;ALAN;39
26;KRZYSZTOF;35
26;NATAN;32
26;KSAWERY;30
26;BARTOSZ;30
26;MACIEJ;29
26;TYMOTEUSZ;25
26;DAWID;24
26;DOMINIK;21
26;CEZARY;20
26;KORNEL;20
26;TADEUSZ;19
26;LEO;18
26;MILAN;17
26;KAROL;17
26;BRUNO;17
26;KAMIL;15
26;PAWEŁ;15
26;BARTŁOMIEJ;15
26;MATEUSZ;14
26;HUBERT;13
26;KRYSTIAN;13
26;TOMASZ;13
26;OLAF;13
26;TEODOR;12
26;KUBA;12
26;HENRYK;12
26;KAJETAN;11
26;TOBIASZ;10
26;BORYS;10
26;KAZIMIERZ;10
26;PATRYK;10
26;WITOLD;9
26;MAKSYM;9
26;GRZEGORZ;9
26;ARTUR;9
26;JÓZEF;8
26;EMIL;8
26;LEONARD;8
26;DANIEL;8
26;STEFAN;7
26;MIESZKO;7
26;ALEX;7
26;NATANIEL;7
26;ADRIAN;6
26;ERYK;6
26;MARK;6
26;BŁAŻEJ;6
26;DORIAN;5
26;ERNEST;5
26;BOGDAN;5
26;ARKADIUSZ;5
26;ALEXANDER;5
26;MAXIMILIAN;5
26;SEBASTIAN;5
26;KONSTANTY;4
26;JULIUSZ;4
26;KONRAD;4
26;BENIAMIN;4
26;RADOSŁAW;4
26;FLORIAN;4
26;RYSZARD;4
26;JEREMI;4
26;DAMIAN;4
26;DAVID;4
26;OLIVER;4
26;MARCELI;3
26;REMIGIUSZ;3
26;EDWARD;3
26;JACEK;3
26;LUDWIK;3
26;LUCJAN;3
26;LEW;3
26;GRACJAN;3
26;JERZY;3
26;ALEKS;3
26;JACOB;3
26;ALBERT;3
26;MARKO;3
26;NATHAN;3
26;ALEKSY;3
26;DMYTRO;3
26;WINCENTY;3
26;IWO;3
26;LUKA;3
26;MARCIN;3
26;MAREK;3
26;IVAN;3
26;FELICJAN;3
26;BENJAMIN;2
26;JEREMIASZ;2
26;ŁUKASZ;2
26;JAREMA;2
26;ANTHONY;2
26;LIAM;2
26;MATVII;2
26;VIKTOR;2
26;SAMUEL;2
26;YAROSLAV;2
26;SEWERYN;2
26;EMANUEL;2
26;FELIKS;2
26;KORDIAN;2
26;KONSTANTYN;2
26;MAURYCY;2
26;IHOR;2
26;DAMIR;2
26;ROBERT;2
26;FRANEK;2
26;OSCAR;2
26;ROMAN;2
26;KAI;2
26;GUSTAW;2
26;TIMUR;2
26;OLIVIER;2
26;ANDRZEJ;2
26;OLEKSANDR;2
26;MARKIIAN;2
26;JĘDRZEJ;2
26;NIKITA;2
26;MAKS;2
28;NIKODEM;265
28;ALEKSANDER;208
28;ANTONI;193
28;JAN;176
28;FRANCISZEK;166
28;LEON;165
28;IGNACY;143
28;MIKOŁAJ;136
28;STANISŁAW;122
28;JAKUB;116
28;MARCEL;114
28;TYMON;111
28;SZYMON;106
28;FILIP;98
28;WOJCIECH;89
28;KACPER;79
28;OLIWIER;79
28;MICHAŁ;77
28;ADAM;74
28;IGOR;71
28;MIŁOSZ;68
28;WIKTOR;68
28;PIOTR;66
28;OSKAR;65
28;GABRIEL;64
28;MAKSYMILIAN;64
28;JULIAN;58
28;TYMOTEUSZ;57
28;NATAN;54
28;HUBERT;46
28;BARTOSZ;40
28;FABIAN;38
28;ALAN;37
28;MACIEJ;36
28;DAWID;35
28;BRUNO;34
28;KSAWERY;32
28;KRZYSZTOF;32
28;PAWEŁ;32
28;DOMINIK;31
28;LEO;31
28;MATEUSZ;28
28;HENRYK;26
28;WITOLD;26
28;CEZARY;23
28;KAJETAN;22
28;OLAF;21
28;TOMASZ;21
28;ARTUR;21
28;BORYS;20
28;TADEUSZ;19
28;ERYK;18
28;BARTŁOMIEJ;18
28;ADRIAN;18
28;MILAN;17
28;KUBA;16
28;MIESZKO;16
28;KAZIMIERZ;15
28;KAMIL;14
28;KORNEL;14
28;KAROL;14
28;TEODOR;14
28;LEONARD;14
28;GRZEGORZ;13
28;TOBIASZ;13
28;KONSTANTY;12
28;JERZY;11
28;REMIGIUSZ;11
28;SEBASTIAN;11
28;JĘDRZEJ;11
28;ROBERT;11
28;DANIEL;11
28;JÓZEF;10
28;STEFAN;10
28;ALEX;10
28;RYSZARD;10
28;NATANIEL;10
28;KRYSTIAN;10
28;OLIVIER;10
28;ŁUKASZ;10
28;BRAJAN;9
28;SEWERYN;9
28;JEREMI;9
28;LUCJAN;9
28;MAKSYM;9
28;GUSTAW;9
28;FLORIAN;8
28;MARK;7
28;PATRYK;7
28;FELIKS;7
28;BŁAŻEJ;7
28;SAMUEL;7
28;IWO;6
28;DORIAN;6
28;JULIUSZ;6
28;ALEKS;6
28;RAFAŁ;6
28;PRZEMYSŁAW;6
28;HUGO;6
28;EMIL;5
28;ARKADIUSZ;5
28;ALEXANDER;5
28;JACEK;5
28;ZIEMOWIT;5
28;LUDWIK;5
28;KONRAD;5
28;ROMAN;5
28;BOGDAN;5
28;JEREMIASZ;4
28;OREST;4
28;MAURYCY;4
28;MARIUSZ;4
28;NAZAR;4
28;MAREK;4
28;OLEKSANDR;4
28;DAMIAN;3
28;ALBERT;3
28;DAVID;3
28;MAKSIM;3
28;MARCELI;3
28;KSAWIER;3
28;ANDRZEJ;3
28;NATHAN;3
28;DEMIAN;3
28;LIAM;3
28;NORBERT;3
28;DENIS;3
28;STANISLAW;3
28;OLEK;3
28;ARTEM;3
28;MAXIMILIAN;3
28;OLIVER;3
28;WŁADYSŁAW;3
28;MARCIN;3
28;BOLESŁAW;3
28;THEO;2
28;MAKS;2
28;GUSTAV;2
28;AMADEUSZ;2
28;WINCENT;2
28;JOACHIM;2
28;FRANEK;2
28;EMILIAN;2
28;CHARLES;2
28;JAROSŁAW;2
28;ETHAN;2
28;GNIEWOMIR;2
28;ARSEN;2
28;ERIK;2
28;VINCENT;2
28;AARON;2
28;VICTOR;2
28;LEONARDO;2
28;ANTHONY;2
28;BERNARD;2
28;HERBERT;2
28;ALEKSY;2
28;MATVII;2
28;IVAN;2
28;EGOR;2
28;ERNEST;2
28;PAWEL;2
28;ARIEL;2
28;SERGIUSZ;2
28;JACOB;2
28;ARON;2
28;MATEO;2
28;GRACJAN;2
28;ZACHAR;2
28;ZBIGNIEW;2
28;NOAH;2
28;KORNELIUSZ;2
28;BENIAMIN;2
28;EDWARD;2
28;NICOLAS;2
28;LOGAN;2
28;FRANCIS;2
28;LEOPOLD;2
28;SYLWESTER;2
28;ALEK;2
30;JAN;622
30;LEON;575
30;STANISŁAW;527
30;ANTONI;521
30;IGNACY;514
30;ALEKSANDER;514
30;FRANCISZEK;509
30;NIKODEM;502
30;WOJCIECH;365
30;MIKOŁAJ;333
30;JAKUB;329
30;MARCEL;314
30;FILIP;305
30;OLIWIER;292
30;TYMON;290
30;ADAM;270
30;WIKTOR;268
30;MAKSYMILIAN;251
30;SZYMON;239
30;KACPER;239
30;IGOR;192
30;GABRIEL;176
30;TYMOTEUSZ;176
30;BRUNO;158
30;MICHAŁ;149
30;JULIAN;148
30;OSKAR;146
30;PIOTR;146
30;CEZARY;125
30;NATAN;124
30;BARTOSZ;121
30;MIŁOSZ;114
30;TEODOR;112
30;KRZYSZTOF;96
30;TADEUSZ;96
30;HENRYK;93
30;LEO;88
30;HUBERT;86
30;ALAN;84
30;WITOLD;84
30;KSAWERY;84
30;DAWID;84
30;KAZIMIERZ;80
30;MATEUSZ;77
30;BORYS;76
30;FABIAN;74
30;JÓZEF;69
30;TOMASZ;67
30;MILAN;66
30;DANIEL;63
30;MARK;59
30;STEFAN;58
30;KAJETAN;57
30;OLAF;56
30;FELIKS;55
30;ARTUR;55
30;LEONARD;54
30;MACIEJ;53
30;DOMINIK;52
30;MIESZKO;52
30;KAMIL;52
30;FLORIAN;48
30;GUSTAW;48
30;PAWEŁ;48
30;KONSTANTY;45
30;KORNEL;43
30;JERZY;43
30;KAROL;42
30;KUBA;41
30;RYSZARD;40
30;MAKSYM;38
30;GRZEGORZ;37
30;DAVID;35
30;TOBIASZ;33
30;ADRIAN;32
30;JĘDRZEJ;32
30;MARCIN;31
30;ALEKS;30
30;ERYK;30
30;IWO;30
30;EMIL;29
30;ALEX;29
30;MAURYCY;28
30;LUCJAN;27
30;SEBASTIAN;27
30;MATVII;27
30;PATRYK;27
30;OLIVIER;25
30;VLADYSLAV;25
30;KONRAD;25
30;ARTEM;24
30;WINCENTY;23
30;HUGO;23
30;ROBERT;22
30;BOGDAN;21
30;GRACJAN;21
30;JEREMI;20
30;RADOSŁAW;20
30;DAMIAN;20
30;JULIUSZ;19
30;MAKAR;19
30;VINCENT;18
30;KRYSTIAN;18
30;NATANIEL;18
30;ŁUKASZ;17
30;OLEKSANDR;17
30;REMIGIUSZ;16
30;FRYDERYK;16
30;MAKS;16
30;JACEK;16
30;EDWARD;15
30;LIAM;15
30;SAMUEL;15
30;BENIAMIN;15
30;NAZAR;15
30;BARTŁOMIEJ;15
30;MAREK;14
30;BRAJAN;14
30;LUDWIK;14
30;ROMAN;13
30;ALEKSY;13
30;DENIS;13
30;RAFAŁ;13
30;ARKADIUSZ;12
30;TYMOFII;12
30;YAROSLAV;12
30;BOGUMIŁ;12
30;ERNEST;12
30;ANDRZEJ;12
30;KORDIAN;12
30;OREST;12
30;MIRON;11
30;ALBERT;11
30;TIMUR;11
30;DAMIR;11
30;DORIAN;11
30;WINCENT;10
30;OLIVER;10
30;ARON;10
30;EMILIAN;10
30;PRZEMYSŁAW;10
30;CYPRIAN;10
30;BERNARD;9
30;SEWERYN;9
30;JEREMIASZ;9
30;MARTIN;9
30;WŁADYSŁAW;9
30;DMYTRO;9
30;OLEK;9
30;DANIIL;9
30;MATVIY;8
30;BŁAŻEJ;8
30;DANYLO;8
30;NORBERT;8
30;MICHAEL;8
30;EDMUND;8
30;AMADEUSZ;8
30;ZIEMOWIT;8
30;CZESŁAW;8
30;DARIUSZ;8
30;STANISLAV;8
30;TEO;7
30;GNIEWKO;7
30;THEO;7
30;OLEKSII;7
30;JONASZ;7
30;ALEXANDER;7
30;JOACHIM;7
30;ZBIGNIEW;7
30;NOEL;7
30;ZACHARY;6
30;MIROSŁAW;6
30;KASPIAN;6
30;MARCELI;6
30;LESZEK;6
30;VICTOR;6
30;KOSMA;6
30;DAVYD;6
30;SZCZEPAN;6
30;ILLIA;6
30;SŁAWOMIR;6
30;IVAN;6
30;MARKO;6
30;BOGUSŁAW;5
30;OLGIERD;5
30;OSTAP;5
30;ANTONIO;5
30;ZACHARIASZ;5
30;DEMIAN;5
30;FELIX;5
30;MYKHAILO;5
30;TYTUS;5
30;ANDRII;5
30;VLADISLAV;5
30;MAKSIM;5
30;MAXIMILIAN;5
30;NIKITA;5
30;SVIATOSLAV;5
30;LEOPOLD;5
30;OLIWER;5
30;ZAKHAR;5
30;ARSEN;5
30;VOLODYMYR;4
30;LEW;4
30;DANYIL;4
30;LUCA;4
30;KASJAN;4
30;JAROSŁAW;4
30;OSCAR;4
30;NOE;4
30;OKTAWIAN;4
30;MARSEL;4
30;NICOLAS;4
30;SYLWESTER;4
30;KEVIN;4
30;SERGIUSZ;4
30;ZACHAR;4
30;BRONISŁAW;4
30;BRUNON;4
30;ZYGMUNT;4
30;KAI;4
30;BOHDAN;4
30;LEONARDO;4
30;HENRY;4
30;LEV;4
30;KSAWIER;4
30;KAJ;4
30;BOLESŁAW;3
30;MAKARY;3
30;TYMOFIY;3
30;ARIAN;3
30;ZENON;3
30;NATHAN;3
30;WILLIAM;3
30;JACOB;3
30;AUGUST;3
30;DENYS;3
30;COLIN;3
30;MIKHAILO;3
30;PLATON;3
30;TARAS;3
30;FELICJAN;3
30;AMIR;3
30;TIMOFEI;3
30;HIERONIM;3
30;ALI;3
30;WALDEMAR;3
30;DOMINIC;3
30;GNIEWOMIR;3
30;VIKTOR;3
30;KRZESIMIR;3
30;MARIAN;3
30;ALEK;3
30;TOBIAS;3
30;LUIS;3
30;EGOR;3
30;JULIUS;2
30;MYRON;2
30;JANEK;2
30;KARIM;2
30;ROSTYSLAV;2
30;JONAS;2
30;MIECZYSŁAW;2
30;YAN;2
30;BENJAMIN;2
30;HERMAN;2
30;NOAH;2
30;THEODORE;2
30;VASYL;2
30;PAVEL;2
30;YEVHEN;2
30;KASPER;2
30;MATVEI;2
30;ILIA;2
30;JEGOR;2
30;MAKARIY;2
30;KONSTANTYN;2
30;ABDULLAH;2
30;MAX;2
30;SVYATOSLAV;2
30;NATHANIEL;2
30;BENEDYKT;2
30;ELDAR;2
30;LECH;2
30;ANTON;2
30;MATWIJ;2
30;SEMYON;2
30;HARRY;2
30;MURAT;2
30;TEOFIL;2
30;DANIL;2
30;AARON;2
30;THEODOR;2
30;XAWIER;2
30;DRAGOMIR;2
30;MATEO;2
30;SERHII;2
30;GERARD;2
30;ILLYA;2
30;MAXIM;2
30;ALOJZY;2
30;ROLAND;2
30;XAVIER;2
30;BALTAZAR;2
30;ETHAN;2
30;TIMOFEY;2
30;JAROSLAV;2
30;RYAN;2
30;LESŁAW;2
30;ELIASZ;2
30;MATWIEJ;2
30;THOMAS;2
30;NAZARII;2
30;BRAYAN;2
30;MYKOLA;2
30;TYMOFIJ;2
30;EVGENII;2
30;NEO;2
30;ROCH;2
30;IVO;2
30;MIKHAIL;2
30;MYROSLAV;2
30;FRANEK;2
30;USTYM;2
30;KEWIN;2
30;YEGOR;2
30;PETER;2
30;MAXYMILIAN;2
30;MARKUS;2
30;ZAHAR;2
32;NIKODEM;287
32;LEON;244
32;ANTONI;235
32;ALEKSANDER;211
32;FRANCISZEK;194
32;JAN;188
32;JAKUB;176
32;MIKOŁAJ;160
32;IGNACY;160
32;FILIP;138
32;STANISŁAW;137
32;SZYMON;123
32;TYMON;113
32;OLIWIER;100
32;MAKSYMILIAN;96
32;ADAM;95
32;WOJCIECH;91
32;KACPER;87
32;MARCEL;86
32;MICHAŁ;83
32;WIKTOR;81
32;JULIAN;77
32;TYMOTEUSZ;69
32;MIŁOSZ;61
32;IGOR;61
32;NATAN;59
32;GABRIEL;58
32;BRUNO;54
32;PIOTR;52
32;DAWID;47
32;HUBERT;45
32;MILAN;44
32;MARK;43
32;OSKAR;42
32;BARTOSZ;39
32;KRZYSZTOF;38
32;ALAN;37
32;DOMINIK;37
32;MATEUSZ;36
32;MACIEJ;35
32;CEZARY;33
32;BORYS;33
32;KAZIMIERZ;30
32;MIESZKO;30
32;TADEUSZ;29
32;FABIAN;29
32;KUBA;27
32;KAROL;27
32;DANIEL;27
32;KAJETAN;26
32;LEO;24
32;KSAWERY;24
32;LEONARD;24
32;HENRYK;23
32;MAKSYM;23
32;ARTUR;23
32;TEODOR;23
32;OLAF;21
32;TOMASZ;20
32;LIAM;19
32;PAWEŁ;19
32;RYSZARD;19
32;TOBIASZ;18
32;DAVID;17
32;ADRIAN;17
32;ALEX;17
32;WITOLD;16
32;OLIVIER;16
32;DAMIAN;15
32;EMIL;15
32;KONSTANTY;15
32;GRACJAN;15
32;SEBASTIAN;14
32;ERYK;14
32;GUSTAW;13
32;FLORIAN;13
32;STEFAN;12
32;KAMIL;12
32;REMIGIUSZ;12
32;DAMIR;11
32;ALEKS;11
32;FELIKS;10
32;TYMOFII;10
32;BARTŁOMIEJ;10
32;ROBERT;10
32;OLEKSANDR;10
32;PATRYK;10
32;JEREMIASZ;10
32;BOGDAN;10
32;JÓZEF;10
32;ARTEM;10
32;WINCENTY;9
32;ALEXANDER;9
32;TIMUR;9
32;KORDIAN;9
32;ANDRZEJ;9
32;JERZY;8
32;NATANIEL;8
32;GRZEGORZ;8
32;KRYSTIAN;8
32;MAREK;8
32;EDWARD;8
32;ŁUKASZ;8
32;LUCJAN;8
32;IWO;7
32;MAURYCY;7
32;LUKA;7
32;KORNEL;7
32;RAFAŁ;7
32;BŁAŻEJ;7
32;NAZAR;6
32;ARON;6
32;BENIAMIN;6
32;WŁADYSŁAW;6
32;FRYDERYK;6
32;VINCENT;6
32;DORIAN;6
32;DANYLO;6
32;MAXIMILIAN;6
32;JĘDRZEJ;6
32;MATVII;6
32;JEREMI;6
32;DMYTRO;6
32;ROMAN;6
32;LUDWIK;6
32;RADOSŁAW;5
32;JULIUSZ;5
32;OLIVER;5
32;SEWERYN;5
32;HUGO;5
32;MIRON;5
32;MAX;5
32;VIKTOR;5
32;KONRAD;5
32;WINCENT;5
32;YAROSLAV;4
32;CYPRIAN;4
32;MIROSŁAW;4
32;SZCZEPAN;4
32;DENIS;4
32;FRANEK;4
32;NIKITA;4
32;DEMIAN;4
32;LEOPOLD;4
32;MARCIN;4
32;BRAJAN;4
32;KOSMA;3
32;BOGUSŁAW;3
32;VLADYSLAV;3
32;MYKHAILO;3
32;BOLESŁAW;3
32;THEO;3
32;THOMAS;3
32;KIRILL;3
32;EMANUEL;3
32;KASJAN;3
32;KAI;3
32;LESZEK;3
32;ALBERT;3
32;IVAN;3
32;ZACHARY;3
32;BENJAMIN;3
32;LEW;3
32;ZAHAR;3
32;MIKHAIL;3
32;PRZEMYSŁAW;3
32;EDMUND;3
32;ALEKSANDR;3
32;KEVIN;3
32;SYLWESTER;3
32;MYKYTA;3
32;GNIEWKO;3
32;MATVIY;3
32;OKTAWIAN;3
32;KRZESIMIR;2
32;ZYGMUNT;2
32;MAKAR;2
32;ARSEN;2
32;YURII;2
32;KRISTIAN;2
32;WILLIAM;2
32;ILLIA;2
32;NOE;2
32;MICHAEL;2
32;PLATON;2
32;DANIL;2
32;ANDRII;2
32;STEPAN;2
32;DAVYD;2
32;DANIIL;2
32;EDGAR;2
32;LUIS;2
32;ERIC;2
32;OLIWER;2
32;GUSTAV;2
32;RAGNAR;2
32;KYRYLO;2
32;EMILIAN;2
32;RUBEN;2
32;ILIAN;2
32;TEO;2
32;BOHDAN;2
32;JEGOR;2
32;LEONID;2
32;OREST;2
32;AMADEUSZ;2
32;ARKADIUSZ;2
32;OLEK;2
32;SAMUEL;2
32;NATHAN;2
32;KAJ;2
32;DENYS;2
32;ALEKSY;2
32;HENRY;2
32;MYROSLAV;2
32;MAKS;2
32;NIKO;2
